NOAA/GMD balloon flight data file

SkySonde Client Version:, 1.1.1.8
Balloon Flight Name:, flp02
Attached Instruments:, Radiosonde
Station Name:, FabricaForno
Station Latitude:, -16.48428
Station Longitude:, -68.14620
Station Altitude:, 3736.00 [m]
Station Pressure:, 645.43 [mb]
Station Temperature:, 2.500 [deg C]
Station Humidity:, 29.590 [% RH]
Radiosonde Serial Number / ID:, 44591
Pressure/Altitude Source:, iMet Radiosonde
Solar Radiation Correction:, Yes

date [d-m-y GMT], time [h:m:s GMT], milliseconds, seconds since midnight [GMT], elapsed minutes, altitude (from iMet PTU) [km], iMet pressure [mb], iMet air temperature (corrected) [deg C], iMet air temperature (raw) [deg C], iMet humidity [RH %], iMet frostpoint [deg C], iMet internal temperature [deg C], iMet battery voltage [V], iMet theta [K], iMet temperature (of pressure sensor) [deg C], iMet temperature (of humidity sensor) [deg C], iMet ascent rate [m/s], iMet water vapor mixing ratio [ppmv], iMet total column water [mm], GPS latitude, GPS longitude, GPS altitude [km], GPS num satellites, GPS pressure [mb], GPS wind speed [m/s], GPS wind direction [deg], GPS ascent rate [m/s], GPS(X) east velocity [m/s], GPS(X) north velocity [m/s], GPS(X) up velocity [m/s], GPS time [h:m:s GMT], GPS heading from launch [deg], GPS elevation angle from launch [deg], GPS distance from launch [km], predicted landing latitude, predicted landing longitude, predicted time to landing [min]
26-07-2023, 07:15:51, 135, 26151.135, 13.68572, 3.7358, 651.07, 2.88, 2.88, 30.04, -11.59, 23.38, 5.1, 312.075, 23.56, 2.88, -0.03, 3479.94, 0.000, -16.48429, -68.14620, 3.7390, 9, 645.19, 0.10, 270.00, 0.00, 0.00, 0.00, 0.00, 11:16:36, 200.5, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:15:52, 185, 26152.185, 13.70322, 3.7358, 651.07, 2.86, 2.86, 29.95, -11.64, 23.39, 5.1, 312.052, 23.56, 2.86, -0.03, 3464.54, 0.000, -16.48428, -68.14620, 3.7390, 9, 645.19, 0.12, 242.46, 0.00, 0.00, 0.00, 0.00, 11:16:37, 210.1, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:15:53, 165, 26153.165, 13.71955, 3.7356, 651.08, 2.86, 2.86, 30.07, -11.60, 23.39, 5.1, 312.051, 23.56, 2.86, -0.05, 3478.42, 0.000, -16.48428, -68.14620, 3.7390, 9, 645.19, 0.12, 242.46, 0.00, 0.00, 0.00, 0.00, 11:16:38, 210.1, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:15:54, 145, 26154.145, 13.73589, 3.7353, 651.11, 2.81, 2.81, 29.98, -11.67, 23.39, 5.1, 311.990, 23.56, 2.81, -0.06, 3455.48, 0.000, -16.48428, -68.14620, 3.7400, 9, 645.11, 0.05, 242.46, 0.03, 0.00, 0.00, 0.00, 11:16:39, 210.1, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:15:55, 175, 26155.175, 13.75305, 3.7354, 651.10, 2.87, 2.87, 30.23, -11.53, 23.40, 5.1, 312.059, 23.57, 2.87, -0.05, 3499.38, 0.000, -16.48429, -68.14620, 3.7390, 9, 645.19, 0.11, 255.39, 0.00, 0.00, 0.00, 0.00, 11:16:40, 200.5, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:15:56, 175, 26156.175, 13.76972, 3.7353, 651.11, 2.86, 2.86, 30.43, -11.47, 23.38, 5.1, 312.047, 23.57, 2.86, -0.06, 3520.05, 0.000, -16.48429, -68.14620, 3.7390, 9, 645.19, 0.10, 255.39, 0.00, 0.00, 0.00, 0.00, 11:16:41, 200.5, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:15:57, 185, 26157.185, 13.78655, 3.7348, 651.15, 2.85, 2.85, 30.37, -11.50, 23.39, 5.1, 312.030, 23.57, 2.85, -0.07, 3510.36, 0.000, -16.48429, -68.14620, 3.7390, 9, 645.19, 0.03, 255.39, -0.03, 0.00, 0.00, 0.00, 11:16:42, 200.5, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:15:58, 185, 26158.185, 13.80322, 3.7351, 651.12, 2.85, 2.85, 29.57, -11.79, 23.40, 5.1, 312.034, 23.57, 2.85, -0.07, 3417.74, 0.000, -16.48428, -68.14620, 3.7390, 9, 645.19, 0.03, 255.39, -0.03, 0.00, 0.00, 0.00, 11:16:43, 210.1, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:15:59, 155, 26159.155, 13.81939, 3.7351, 651.12, 2.83, 2.83, 29.42, -11.87, 23.40, 5.1, 312.011, 23.58, 2.83, -0.07, 3395.50, 0.000, -16.48429, -68.14620, 3.7390, 9, 645.19, 0.00, 255.39, -0.03, 0.00, 0.00, 0.00, 11:16:44, 200.5, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:00, 125, 26160.125, 13.83555, 3.7350, 651.13, 2.84, 2.84, 29.31, -11.90, 23.41, 5.1, 312.021, 23.58, 2.84, -0.08, 3385.12, 0.000, -16.48429, -68.14620, 3.7390, 9, 645.19, 0.03, 255.39, -0.03, 0.00, 0.00, 0.00, 11:16:45, 200.5, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:01, 155, 26161.155, 13.85272, 3.7351, 651.12, 2.83, 2.83, 29.81, -11.72, 23.41, 5.1, 312.011, 23.58, 2.83, -0.07, 3440.67, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.00, 255.39, -0.03, 0.00, 0.00, 0.00, 11:16:46, 210.1, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:02, 145, 26162.145, 13.86922, 3.7350, 651.13, 2.78, 2.78, 29.87, -11.74, 23.40, 5.1, 311.954, 23.58, 2.78, -0.08, 3435.30, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.00, 255.39, -0.03, 0.00, 0.00, 0.00, 11:16:47, 210.1, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:03, 185, 26163.185, 13.88655, 3.7351, 651.12, 2.76, 2.76, 29.62, -11.85, 23.41, 5.1, 311.932, 23.58, 2.76, -0.06, 3401.66, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.03, 255.39, -0.03, 0.00, 0.00, 0.00, 11:16:48, 210.1, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:04, 175, 26164.175, 13.90305, 3.7350, 651.13, 2.75, 2.75, 29.73, -11.81, 23.42, 5.1, 311.920, 23.59, 2.75, -0.06, 3411.85, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.05, 255.39, -0.03, 0.00, 0.00, 0.00, 11:16:49, 232.4, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:05, 175, 26165.175, 13.91972, 3.7348, 651.15, 2.68, 2.68, 29.93, -11.79, 23.41, 5.1, 311.838, 23.59, 2.68, -0.06, 3417.67, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.08, 255.39, -0.03, 0.00, 0.00, 0.00, 11:16:50, 280.4, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:06, 165, 26166.165, 13.93622, 3.7349, 651.14, 2.71, 2.71, 30.82, -11.44, 23.41, 5.1, 311.873, 23.59, 2.71, -0.05, 3527.25, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.05, 255.39, -0.03, 0.00, 0.00, 0.00, 11:16:51, 280.4, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:07, 165, 26167.165, 13.95289, 3.7348, 651.15, 2.70, 2.70, 30.79, -11.46, 23.42, 5.1, 311.860, 23.59, 2.70, -0.05, 3521.24, 0.000, -16.48428, -68.14620, 3.7390, 10, 645.19, 0.11, 180.00, -0.03, 0.00, 0.00, 0.00, 11:16:52, 318.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:08, 165, 26168.165, 13.96955, 3.7348, 651.15, 2.69, 2.69, 30.51, -11.57, 23.42, 5.1, 311.849, 23.59, 2.69, -0.05, 3486.62, 0.000, -16.48428, -68.14620, 3.7380, 10, 645.27, 0.11, 180.00, -0.03, 0.00, 0.00, 0.00, 11:16:53, 318.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:09, 185, 26169.185, 13.98655, 3.7348, 651.15, 2.65, 2.65, 30.29, -11.68, 23.43, 5.1, 311.804, 23.59, 2.65, -0.05, 3451.53, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.11, 117.54, -0.03, 0.00, 0.00, 0.00, 11:16:54, 272.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:10, 185, 26170.185, 14.00322, 3.7349, 651.14, 2.61, 2.61, 30.15, -11.77, 23.43, 5.1, 311.760, 23.60, 2.61, -0.04, 3425.79, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.11, 117.54, -0.03, 0.00, 0.00, 0.00, 11:16:55, 272.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:11, 165, 26171.165, 14.01955, 3.7350, 651.13, 2.54, 2.54, 30.45, -11.71, 23.44, 5.1, 311.682, 23.60, 2.54, -0.04, 3442.80, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.10, 104.61, -0.03, 0.00, 0.00, 0.00, 11:16:56, 260.6, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:12, 185, 26172.185, 14.03655, 3.7350, 651.13, 2.52, 2.52, 30.62, -11.67, 23.43, 5.1, 311.660, 23.60, 2.52, -0.03, 3457.15, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.10, 90.00, -0.03, 0.00, 0.00, 0.00, 11:16:57, 260.6, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:13, 175, 26173.175, 14.05305, 3.7350, 651.13, 2.56, 2.56, 30.18, -11.80, 23.43, 5.1, 311.705, 23.60, 2.56, -0.03, 3417.04, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.10, 75.39, -0.03, 0.00, 0.00, 0.00, 11:16:58, 260.6, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:14, 165, 26174.165, 14.06955, 3.7350, 651.13, 2.62, 2.62, 30.43, -11.66, 23.44, 5.1, 311.773, 23.61, 2.62, -0.03, 3460.23, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.11, 75.39, -0.03, 0.00, 0.00, 0.00, 11:16:59, 260.6, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:15, 195, 26175.195, 14.08672, 3.7348, 651.15, 2.64, 2.64, 30.20, -11.73, 23.44, 5.1, 311.793, 23.61, 2.64, -0.04, 3438.79, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.10, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:00, 272.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:16, 185, 26176.185, 14.10322, 3.7348, 651.15, 2.63, 2.63, 30.29, -11.70, 23.44, 5.1, 311.781, 23.61, 2.63, -0.03, 3446.61, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.10, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:01, 272.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:17, 165, 26177.165, 14.11955, 3.7348, 651.15, 2.71, 2.71, 30.12, -11.70, 23.44, 5.1, 311.872, 23.61, 2.71, -0.03, 3446.81, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.00, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:02, 272.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:18, 155, 26178.155, 14.13605, 3.7348, 651.15, 2.73, 2.73, 30.37, -11.59, 23.44, 5.1, 311.894, 23.61, 2.73, -0.03, 3480.48, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.00, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:03, 272.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:19, 175, 26179.175, 14.15305, 3.7345, 651.17, 2.80, 2.80, 30.65, -11.43, 23.46, 5.1, 311.971, 23.61, 2.80, -0.03, 3530.14, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.00, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:04, 260.6, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:20, 165, 26180.165, 14.16955, 3.7345, 651.17, 2.77, 2.77, 30.70, -11.44, 23.46, 5.1, 311.937, 23.62, 2.77, -0.04, 3528.37, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.00, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:05, 260.6, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:21, 135, 26181.135, 14.18572, 3.7345, 651.17, 2.74, 2.74, 30.59, -11.50, 23.46, 5.1, 311.903, 23.62, 2.74, -0.04, 3508.17, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.00, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:06, 260.6, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:22, 145, 26182.145, 14.20255, 3.7345, 651.17, 2.79, 2.79, 30.01, -11.68, 23.46, 5.1, 311.959, 23.62, 2.79, -0.04, 3453.71, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.00, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:07, 260.6, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:23, 185, 26183.185, 14.21989, 3.7346, 651.16, 2.86, 2.86, 29.50, -11.81, 23.46, 5.1, 312.040, 23.62, 2.86, -0.02, 3411.84, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.00, 75.39, -0.07, 0.00, 0.00, 0.00, 11:17:08, 272.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:24, 175, 26184.175, 14.23639, 3.7348, 651.15, 2.78, 2.78, 29.95, -11.71, 23.47, 5.1, 311.951, 23.62, 2.78, -0.02, 3444.43, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.00, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:09, 272.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:25, 135, 26185.135, 14.25239, 3.7346, 651.16, 2.82, 2.82, 30.59, -11.44, 23.46, 5.1, 311.995, 23.63, 2.82, -0.02, 3528.28, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.00, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:10, 272.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:26, 185, 26186.185, 14.26989, 3.7348, 651.15, 2.88, 2.88, 30.73, -11.34, 23.47, 5.1, 312.064, 23.63, 2.88, 0.00, 3559.72, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.00, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:11, 272.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:27, 185, 26187.185, 14.28655, 3.7349, 651.14, 2.90, 2.90, 30.90, -11.26, 23.47, 5.1, 312.088, 23.63, 2.90, -0.01, 3584.64, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.03, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:12, 272.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:28, 185, 26188.185, 14.30322, 3.7349, 651.14, 2.98, 2.98, 31.06, -11.14, 23.47, 5.1, 312.178, 23.63, 2.98, -0.01, 3623.84, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.03, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:13, 272.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:29, 175, 26189.175, 14.31972, 3.7349, 651.14, 3.03, 3.03, 30.90, -11.16, 23.47, 5.1, 312.235, 23.63, 3.03, 0.00, 3617.95, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.03, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:14, 272.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:30, 195, 26190.195, 14.33672, 3.7348, 651.15, 2.92, 2.92, 30.48, -11.40, 23.48, 5.1, 312.109, 23.64, 2.92, -0.01, 3540.73, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.03, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:15, 272.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:31, 165, 26191.165, 14.35289, 3.7349, 651.14, 2.96, 2.96, 29.25, -11.83, 23.48, 5.1, 312.156, 23.64, 2.96, 0.00, 3407.09, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.00, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:16, 272.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:32, 165, 26192.165, 14.36955, 3.7349, 651.14, 3.03, 3.03, 28.83, -11.93, 23.48, 5.1, 312.235, 23.64, 3.03, -0.01, 3374.77, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.00, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:17, 272.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:33, 175, 26193.175, 14.38639, 3.7348, 651.15, 3.03, 3.03, 29.08, -11.84, 23.48, 5.1, 312.233, 23.64, 3.03, -0.01, 3404.08, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.03, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:18, 260.6, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:34, 175, 26194.175, 14.40305, 3.7350, 651.13, 3.05, 3.05, 29.08, -11.82, 23.48, 5.1, 312.259, 23.64, 3.05, 0.01, 3409.03, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.03, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:19, 260.6, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:35, 175, 26195.175, 14.41972, 3.7348, 651.15, 2.98, 2.98, 28.33, -12.17, 23.49, 5.1, 312.177, 23.65, 2.98, 0.00, 3304.22, 0.000, -16.48428, -68.14621, 3.7380, 10, 645.27, 0.03, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:20, 260.6, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:36, 175, 26196.175, 14.43639, 3.7348, 651.15, 2.92, 2.92, 28.06, -12.32, 23.49, 5.1, 312.109, 23.65, 2.92, 0.00, 3258.69, 0.000, -16.48428, -68.14621, 3.7370, 10, 645.35, 0.03, 75.39, -0.07, 0.00, 0.00, 0.00, 11:17:21, 260.6, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:37, 185, 26197.185, 14.45322, 3.7345, 651.17, 2.93, 2.93, 28.22, -12.25, 23.49, 5.1, 312.118, 23.65, 2.93, -0.01, 3279.56, 0.000, -16.48428, -68.14621, 3.7370, 10, 645.35, 0.05, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:22, 249.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:38, 175, 26198.175, 14.46972, 3.7345, 651.17, 2.89, 2.89, 28.08, -12.34, 23.50, 5.1, 312.072, 23.65, 2.89, -0.01, 3253.96, 0.000, -16.48428, -68.14621, 3.7370, 10, 645.35, 0.05, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:23, 249.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:39, 175, 26199.175, 14.48639, 3.7345, 651.17, 2.92, 2.92, 28.58, -12.12, 23.50, 5.1, 312.106, 23.66, 2.92, -0.01, 3319.18, 0.000, -16.48429, -68.14621, 3.7370, 10, 645.35, 0.08, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:24, 240.1, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:40, 175, 26200.175, 14.50305, 3.7353, 651.11, 2.93, 2.93, 28.47, -12.15, 23.50, 5.1, 312.126, 23.66, 2.93, 0.01, 3309.02, 0.000, -16.48429, -68.14621, 3.7370, 10, 645.35, 0.08, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:25, 240.1, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:41, 185, 26201.185, 14.51989, 3.7356, 651.08, 2.95, 2.95, 28.42, -12.16, 23.50, 5.1, 312.153, 23.66, 2.95, 0.02, 3308.05, 0.000, -16.48428, -68.14621, 3.7370, 10, 645.35, 0.03, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:26, 249.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:42, 175, 26202.175, 14.53639, 3.7359, 651.06, 2.95, 2.95, 28.17, -12.25, 23.50, 5.1, 312.155, 23.66, 2.95, 0.03, 3278.95, 0.000, -16.48428, -68.14622, 3.7370, 10, 645.35, 0.11, 75.39, -0.03, 0.00, 0.00, 0.00, 11:17:27, 258.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:43, 175, 26203.175, 14.55305, 3.7358, 651.07, 2.81, 2.81, 28.42, -12.27, 23.51, 5.1, 311.996, 23.66, 2.81, 0.03, 3275.29, 0.000, -16.48428, -68.14622, 3.7370, 10, 645.35, 0.10, 90.00, -0.03, 0.00, 0.00, 0.00, 11:17:28, 264.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:44, 165, 26204.165, 14.56955, 3.7361, 651.04, 2.73, 2.73, 28.50, -12.30, 23.51, 5.1, 311.909, 23.67, 2.73, 0.05, 3266.02, 0.000, -16.48428, -68.14622, 3.7370, 10, 645.35, 0.10, 90.00, -0.03, 0.00, 0.00, 0.00, 11:17:29, 264.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:45, 185, 26205.185, 14.58655, 3.7361, 651.04, 2.71, 2.71, 28.83, -12.19, 23.51, 5.1, 311.887, 23.67, 2.71, 0.05, 3299.26, 0.000, -16.48428, -68.14622, 3.7370, 10, 645.35, 0.10, 90.00, -0.03, 0.00, 0.00, 0.00, 11:17:30, 258.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:46, 175, 26206.175, 14.60305, 3.7361, 651.04, 2.83, 2.83, 29.22, -11.94, 23.51, 5.1, 312.022, 23.67, 2.83, 0.05, 3372.76, 0.000, -16.48428, -68.14622, 3.7370, 10, 645.35, 0.11, 104.61, -0.03, 0.00, 0.00, 0.00, 11:17:31, 264.7, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:47, 165, 26207.165, 14.61955, 3.7360, 651.05, 2.85, 2.85, 29.75, -11.73, 23.51, 5.1, 312.044, 23.67, 2.85, 0.04, 3438.98, 0.000, -16.48428, -68.14622, 3.7370, 10, 645.35, 0.10, 104.61, -0.03, 0.00, 0.00, 0.00, 11:17:32, 258.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:48, 165, 26208.165, 14.63622, 3.7361, 651.04, 2.90, 2.90, 29.61, -11.74, 23.52, 5.1, 312.102, 23.67, 2.90, 0.06, 3435.00, 0.000, -16.48428, -68.14622, 3.7370, 10, 645.35, 0.11, 104.61, -0.03, 0.00, 0.00, 0.00, 11:17:33, 258.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:49, 175, 26209.175, 14.65305, 3.7363, 651.03, 2.90, 2.90, 29.42, -11.81, 23.53, 5.1, 312.103, 23.67, 2.90, 0.06, 3412.94, 0.000, -16.48428, -68.14622, 3.7370, 10, 645.35, 0.10, 90.00, -0.03, 0.00, 0.00, 0.00, 11:17:34, 258.3, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:50, 165, 26210.165, 14.66955, 3.7366, 651.00, 2.89, 2.89, 29.39, -11.83, 23.52, 5.1, 312.096, 23.67, 2.89, 0.07, 3407.18, 0.000, -16.48429, -68.14622, 3.7370, 10, 645.35, 0.03, 90.00, -0.03, 0.00, 0.00, 0.00, 11:17:35, 252.2, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:51, 165, 26211.165, 14.68622, 3.7364, 651.02, 2.91, 2.91, 29.19, -11.89, 23.53, 5.1, 312.116, 23.68, 2.91, 0.06, 3388.63, 0.000, -16.48429, -68.14622, 3.7370, 10, 645.35, 0.05, 90.00, -0.03, 0.00, 0.00, 0.00, 11:17:36, 252.2, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:52, 175, 26212.175, 14.70305, 3.7360, 651.05, 2.79, 2.79, 29.22, -11.97, 23.53, 5.1, 311.976, 23.68, 2.79, 0.05, 3363.11, 0.000, -16.48429, -68.14622, 3.7370, 10, 645.35, 0.05, 90.00, -0.03, 0.00, 0.00, 0.00, 11:17:37, 252.2, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:53, 165, 26213.165, 14.71955, 3.7361, 651.04, 2.71, 2.71, 29.11, -12.08, 23.53, 5.1, 311.887, 23.68, 2.71, 0.05, 3331.41, 0.000, -16.48429, -68.14622, 3.7360, 10, 645.43, 0.03, 90.00, -0.07, 0.00, 0.00, 0.00, 11:17:38, 252.2, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:54, 175, 26214.175, 14.73639, 3.7360, 651.05, 2.66, 2.66, 29.53, -11.96, 23.53, 5.1, 311.829, 23.68, 2.66, 0.05, 3367.56, 0.000, -16.48429, -68.14622, 3.7360, 10, 645.43, 0.05, 90.00, -0.07, 0.00, 0.00, 0.00, 11:17:39, 252.2, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:55, 185, 26215.185, 14.75322, 3.7363, 651.03, 2.65, 2.65, 29.92, -11.82, 23.54, 5.1, 311.820, 23.68, 2.65, 0.05, 3409.86, 0.000, -16.48429, -68.14622, 3.7370, 10, 645.35, 0.03, 90.00, -0.03, 0.00, 0.00, 0.00, 11:17:40, 252.2, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:56, 165, 26216.165, 14.76955, 3.7363, 651.03, 2.65, 2.65, 29.33, -12.04, 23.54, 5.1, 311.820, 23.69, 2.65, 0.05, 3342.39, 0.000, -16.48429, -68.14622, 3.7370, 10, 645.35, 0.05, 90.00, -0.03, 0.00, 0.00, 0.00, 11:17:41, 246.4, 90.0, 0.00, 0.00000, 0.00000, 0.000
26-07-2023, 07:16:57, 145, 26217.145, 14.78589, 3.7361, 651.04, 2.70, 2.70, 28.36, -12.38, 23.55, 5.1, 311.875, 23.69, 2.70, 0.04, 3242.99, 0.000, -16.48429, -68.14622, 3.7370, 10, 645.35, 0.05, 90.00, -0.03, 0.00, 0.00, 0.00, 11:17:42, 246.4, 90.0, 0.00, 0.00000, 0.00000, 0.000
