NOAA/GMD balloon flight data file

SkySonde Client Version:, 1.1.1.8
Balloon Flight Name:, es202
Attached Instruments:, Radiosonde
Station Name:, esc
Station Latitude:, -16.62305
Station Longitude:, -68.12965
Station Altitude:, 4025.00 [m]
Station Pressure:, 646.38 [mb]
Station Temperature:, 10.000 [deg C]
Station Humidity:, 35.320 [% RH]
Radiosonde Serial Number / ID:, 44579
Pressure/Altitude Source:, iMet Radiosonde
Solar Radiation Correction:, Yes

date [d-m-y GMT], time [h:m:s GMT], milliseconds, seconds since midnight [GMT], elapsed minutes, altitude (from iMet PTU) [km], iMet pressure [mb], iMet air temperature (corrected) [deg C], iMet air temperature (raw) [deg C], iMet humidity [RH %], iMet frostpoint [deg C], iMet internal temperature [deg C], iMet battery voltage [V], iMet theta [K], iMet temperature (of pressure sensor) [deg C], iMet temperature (of humidity sensor) [deg C], iMet ascent rate [m/s], iMet water vapor mixing ratio [ppmv], iMet total column water [mm], GPS latitude, GPS longitude, GPS altitude [km], GPS num satellites, GPS pressure [mb], GPS wind speed [m/s], GPS wind direction [deg], GPS ascent rate [m/s], GPS(X) east velocity [m/s], GPS(X) north velocity [m/s], GPS(X) up velocity [m/s], GPS time [h:m:s GMT], GPS heading from launch [deg], GPS elevation angle from launch [deg], GPS distance from launch [km], predicted landing latitude, predicted landing longitude, predicted time to landing [min]
26-07-2023, 19:12:30, 737, 69150.737, 6.37951, 4.3954, 599.75, 3.71, 3.90, 17.69, -16.74, 16.86, 5.3, 320.453, 17.58, 3.90, 0.00, 2356.85, 0.057, -16.39758, -68.10320, 4.4010, 10, 616.92, 0.83, 77.15, 0.07, 0.00, 0.00, 0.00, 11:12:57, 118.6, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:31, 707, 69151.707, 6.39568, 4.3963, 599.69, 3.61, 3.80, 17.72, -16.80, 16.86, 5.3, 320.346, 17.58, 3.80, 0.05, 2344.46, 0.058, -16.39758, -68.10320, 4.4020, 10, 616.84, 0.82, 84.42, 0.10, 0.00, 0.00, 0.00, 11:12:58, 118.4, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:32, 707, 69152.707, 6.41234, 4.3965, 599.67, 3.66, 3.85, 17.64, -16.81, 16.86, 5.3, 320.407, 17.59, 3.85, 0.07, 2342.19, 0.058, -16.39757, -68.10319, 4.4020, 10, 616.84, 0.72, 92.13, 0.10, 0.00, 0.00, 0.00, 11:12:59, 117.7, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:33, 727, 69153.727, 6.42934, 4.3965, 599.67, 3.69, 3.88, 17.72, -16.74, 16.87, 5.3, 320.442, 17.60, 3.88, 0.07, 2357.83, 0.058, -16.39756, -68.10318, 4.4020, 10, 616.84, 0.52, 104.61, 0.14, 0.00, 0.00, 0.00, 11:13:00, 117.2, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:34, 727, 69154.727, 6.44601, 4.3964, 599.68, 3.70, 3.89, 17.67, -16.76, 16.87, 5.3, 320.452, 17.60, 3.89, 0.07, 2352.78, 0.058, -16.39754, -68.10318, 4.4020, 10, 616.84, 0.46, 138.47, 0.17, 0.00, 0.00, 0.00, 11:13:01, 116.6, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:35, 727, 69155.727, 6.46268, 4.3963, 599.69, 3.74, 3.93, 17.61, -16.77, 16.87, 5.3, 320.497, 17.60, 3.93, 0.11, 2351.37, 0.058, -16.39753, -68.10317, 4.4020, 10, 616.84, 0.58, 180.00, 0.21, 0.00, 0.00, 0.00, 11:13:02, 115.5, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:36, 717, 69156.717, 6.47918, 4.3957, 599.73, 3.75, 3.94, 17.66, -16.73, 16.88, 5.3, 320.502, 17.60, 3.94, 0.12, 2359.57, 0.057, -16.39751, -68.10315, 4.4010, 10, 616.92, 1.07, 202.53, 0.21, 0.00, 0.00, 0.00, 11:13:03, 114.2, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:37, 727, 69157.727, 6.49601, 4.3953, 599.76, 3.74, 3.93, 17.56, -16.80, 16.88, 5.3, 320.486, 17.61, 3.93, 0.13, 2344.41, 0.057, -16.39749, -68.10313, 4.3990, 10, 617.07, 1.53, 212.07, 0.17, 0.00, 0.00, 0.00, 11:13:04, 112.9, 88.4, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:38, 717, 69158.717, 6.51251, 4.3948, 599.80, 3.70, 3.89, 17.55, -16.83, 16.89, 5.3, 320.434, 17.62, 3.89, 0.13, 2336.31, 0.056, -16.39748, -68.10310, 4.3980, 10, 617.14, 1.91, 219.94, 0.14, 0.00, 0.00, 0.00, 11:13:05, 111.9, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:39, 717, 69159.717, 6.52918, 4.3940, 599.86, 3.62, 3.81, 17.70, -16.80, 16.89, 5.3, 320.332, 17.62, 3.81, 0.10, 2342.81, 0.055, -16.39746, -68.10309, 4.3970, 10, 617.22, 2.12, 222.32, 0.10, 0.00, 0.00, 0.00, 11:13:06, 111.1, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:40, 717, 69160.717, 6.54584, 4.3933, 599.91, 3.61, 3.80, 17.56, -16.90, 16.90, 5.3, 320.313, 17.62, 3.80, 0.09, 2322.40, 0.055, -16.39745, -68.10308, 4.3960, 10, 617.30, 2.13, 221.84, 0.07, 0.00, 0.00, 0.00, 11:13:07, 110.3, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:41, 717, 69161.717, 6.56251, 4.3926, 599.96, 3.61, 3.80, 17.77, -16.77, 16.90, 5.3, 320.305, 17.63, 3.80, 0.10, 2350.05, 0.054, -16.39744, -68.10307, 4.3960, 10, 617.30, 2.14, 221.84, 0.10, 0.00, 0.00, 0.00, 11:13:08, 109.9, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:42, 737, 69162.737, 6.57951, 4.3919, 600.01, 3.61, 3.80, 17.56, -16.90, 16.91, 5.3, 320.298, 17.63, 3.80, 0.11, 2322.02, 0.053, -16.39744, -68.10307, 4.3950, 10, 617.37, 2.15, 225.28, 0.14, 0.00, 0.00, 0.00, 11:13:09, 109.4, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:43, 717, 69163.717, 6.59584, 4.3912, 600.06, 3.59, 3.78, 17.64, -16.86, 16.91, 5.3, 320.267, 17.64, 3.78, 0.10, 2329.14, 0.052, -16.39744, -68.10306, 4.3950, 10, 617.37, 1.90, 233.24, 0.14, 0.00, 0.00, 0.00, 11:13:10, 109.6, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:44, 727, 69164.727, 6.61268, 4.3911, 600.07, 3.60, 3.79, 17.67, -16.84, 16.91, 5.3, 320.277, 17.64, 3.79, 0.10, 2334.73, 0.052, -16.39745, -68.10305, 4.3940, 10, 617.45, 1.56, 238.14, 0.03, 0.00, 0.00, 0.00, 11:13:11, 109.7, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:45, 717, 69165.717, 6.62918, 4.3904, 600.12, 3.60, 3.79, 17.69, -16.82, 16.92, 5.3, 320.269, 17.65, 3.79, 0.05, 2337.18, 0.052, -16.39745, -68.10305, 4.3930, 10, 617.53, 1.18, 239.06, -0.07, 0.00, 0.00, 0.00, 11:13:12, 109.6, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:46, 727, 69166.727, 6.64601, 4.3899, 600.16, 3.59, 3.78, 17.75, -16.80, 16.92, 5.3, 320.252, 17.65, 3.78, 0.00, 2343.32, 0.051, -16.39744, -68.10305, 4.3930, 10, 617.53, 0.86, 236.17, -0.14, 0.00, 0.00, 0.00, 11:13:13, 109.4, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:47, 727, 69167.727, 6.66268, 4.3894, 600.20, 3.59, 3.78, 17.69, -16.83, 16.92, 5.3, 320.246, 17.65, 3.78, -0.06, 2335.22, 0.050, -16.39743, -68.10304, 4.3920, 10, 617.60, 0.81, 229.02, -0.24, 0.00, 0.00, 0.00, 11:13:14, 108.6, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:48, 737, 69168.737, 6.67951, 4.3895, 600.19, 3.54, 3.73, 17.72, -16.85, 16.93, 5.3, 320.189, 17.66, 3.73, -0.07, 2330.98, 0.050, -16.39742, -68.10305, 4.3930, 10, 617.53, 0.57, 225.66, -0.21, 0.00, 0.00, 0.00, 11:13:15, 108.5, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:49, 727, 69169.727, 6.69601, 4.3892, 600.21, 3.51, 3.70, 17.70, -16.89, 16.93, 5.3, 320.152, 17.66, 3.70, -0.10, 2323.33, 0.050, -16.39743, -68.10305, 4.3930, 10, 617.53, 0.37, 235.20, -0.17, 0.00, 0.00, 0.00, 11:13:16, 108.8, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:50, 727, 69170.727, 6.71268, 4.3891, 600.22, 3.49, 3.68, 17.73, -16.88, 16.93, 5.3, 320.127, 17.67, 3.68, -0.11, 2323.95, 0.050, -16.39743, -68.10305, 4.3930, 10, 617.53, 0.22, 248.65, -0.17, 0.00, 0.00, 0.00, 11:13:17, 108.9, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:51, 717, 69171.717, 6.72918, 4.3891, 600.22, 3.48, 3.67, 17.62, -16.96, 16.93, 5.3, 320.115, 17.67, 3.67, -0.13, 2307.86, 0.050, -16.39743, -68.10306, 4.3940, 10, 617.45, 0.24, 180.00, -0.10, 0.00, 0.00, 0.00, 11:13:18, 108.8, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:52, 717, 69172.717, 6.74584, 4.3896, 600.18, 3.40, 3.59, 17.62, -17.02, 16.94, 5.3, 320.029, 17.68, 3.59, -0.12, 2294.98, 0.051, -16.39742, -68.10307, 4.3960, 10, 617.30, 0.46, 138.47, -0.03, 0.00, 0.00, 0.00, 11:13:19, 108.9, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:53, 717, 69173.717, 6.76251, 4.3906, 600.11, 3.38, 3.57, 17.60, -17.05, 16.94, 5.3, 320.016, 17.68, 3.57, -0.08, 2289.39, 0.052, -16.39742, -68.10309, 4.3970, 10, 617.22, 0.63, 126.12, -0.03, 0.00, 0.00, 0.00, 11:13:20, 108.9, 88.4, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:54, 747, 69174.747, 6.77968, 4.3918, 600.02, 3.37, 3.56, 17.87, -16.89, 16.94, 5.3, 320.019, 17.68, 3.56, -0.05, 2323.30, 0.053, -16.39742, -68.10309, 4.3980, 10, 617.14, 0.63, 126.12, 0.00, 0.00, 0.00, 0.00, 11:13:21, 108.7, 88.4, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:55, 707, 69175.707, 6.79568, 4.3929, 599.94, 3.29, 3.48, 17.60, -17.11, 16.94, 5.3, 319.938, 17.69, 3.48, -0.03, 2275.48, 0.054, -16.39741, -68.10310, 4.3990, 10, 617.07, 0.84, 102.85, 0.00, 0.00, 0.00, 0.00, 11:13:22, 108.9, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:56, 687, 69176.687, 6.81201, 4.3944, 599.83, 3.20, 3.39, 17.77, -17.08, 16.95, 5.3, 319.851, 17.69, 3.39, 0.00, 2283.31, 0.056, -16.39742, -68.10312, 4.4000, 10, 616.99, 0.91, 94.96, 0.00, 0.00, 0.00, 0.00, 11:13:23, 109.3, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:57, 717, 69177.717, 6.82918, 4.3956, 599.74, 3.19, 3.38, 17.74, -17.10, 16.95, 5.3, 319.853, 17.69, 3.38, 0.02, 2278.16, 0.057, -16.39742, -68.10313, 4.4010, 10, 616.92, 1.12, 92.71, 0.03, 0.00, 0.00, 0.00, 11:13:24, 110.0, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:58, 717, 69178.717, 6.84584, 4.3969, 599.64, 3.18, 3.37, 17.69, -17.14, 16.96, 5.3, 319.856, 17.69, 3.37, 0.06, 2270.49, 0.058, -16.39743, -68.10315, 4.4020, 10, 616.84, 1.32, 90.00, 0.03, 0.00, 0.00, 0.00, 11:13:25, 110.5, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:12:59, 727, 69179.727, 6.86268, 4.3979, 599.57, 3.19, 3.38, 17.85, -17.04, 16.97, 5.3, 319.879, 17.70, 3.38, 0.08, 2292.96, 0.059, -16.39744, -68.10316, 4.4030, 10, 616.76, 1.33, 84.28, 0.07, 0.00, 0.00, 0.00, 11:13:26, 110.9, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:00, 687, 69180.687, 6.87868, 4.3988, 599.50, 3.25, 3.44, 17.79, -17.03, 16.96, 5.3, 319.959, 17.70, 3.44, 0.09, 2295.25, 0.061, -16.39745, -68.10317, 4.4040, 10, 616.69, 1.38, 74.32, 0.07, 0.00, 0.00, 0.00, 11:13:27, 111.9, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:01, 707, 69181.707, 6.89568, 4.3996, 599.44, 3.27, 3.46, 18.00, -16.89, 16.97, 5.3, 319.991, 17.71, 3.46, 0.11, 2325.93, 0.061, -16.39747, -68.10319, 4.4040, 10, 616.69, 1.48, 63.38, 0.07, 0.00, 0.00, 0.00, 11:13:28, 113.0, 88.5, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:02, 707, 69182.707, 6.91234, 4.4003, 599.39, 3.27, 3.46, 17.98, -16.90, 16.97, 5.3, 319.999, 17.71, 3.46, 0.13, 2323.53, 0.062, -16.39748, -68.10320, 4.4050, 10, 616.61, 1.79, 59.43, 0.10, 0.00, 0.00, 0.00, 11:13:29, 114.0, 88.5, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:03, 717, 69183.717, 6.92918, 4.4008, 599.35, 3.27, 3.46, 17.92, -16.94, 16.97, 5.3, 320.005, 17.72, 3.46, 0.15, 2315.91, 0.063, -16.39750, -68.10321, 4.4050, 10, 616.61, 1.87, 49.43, 0.10, 0.00, 0.00, 0.00, 11:13:30, 115.2, 88.5, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:04, 697, 69184.697, 6.94551, 4.4014, 599.31, 3.27, 3.46, 17.81, -17.00, 16.98, 5.3, 320.011, 17.72, 3.46, 0.18, 2301.81, 0.063, -16.39752, -68.10322, 4.4050, 10, 616.61, 1.97, 42.73, 0.10, 0.00, 0.00, 0.00, 11:13:31, 116.3, 88.5, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:05, 697, 69185.697, 6.96218, 4.4016, 599.29, 3.39, 3.58, 17.81, -16.91, 16.99, 5.3, 320.153, 17.73, 3.58, 0.20, 2321.54, 0.064, -16.39754, -68.10323, 4.4050, 10, 616.61, 2.06, 36.60, 0.14, 0.00, 0.00, 0.00, 11:13:32, 117.6, 88.5, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:06, 697, 69186.697, 6.97884, 4.4015, 599.30, 3.41, 3.60, 17.91, -16.84, 16.99, 5.3, 320.174, 17.73, 3.60, 0.21, 2337.88, 0.063, -16.39757, -68.10323, 4.4050, 10, 616.61, 2.20, 30.73, 0.21, 0.00, 0.00, 0.00, 11:13:33, 118.8, 88.5, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:07, 697, 69187.697, 6.99551, 4.4016, 599.29, 3.45, 3.64, 17.80, -16.87, 17.00, 5.3, 320.222, 17.73, 3.64, 0.24, 2330.12, 0.064, -16.39758, -68.10323, 4.4040, 10, 616.69, 2.24, 27.10, 0.21, 0.00, 0.00, 0.00, 11:13:34, 119.5, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:08, 697, 69188.697, 7.01218, 4.4012, 599.32, 3.57, 3.76, 18.09, -16.61, 16.99, 5.3, 320.357, 17.74, 3.76, 0.25, 2388.24, 0.063, -16.39759, -68.10323, 4.4030, 10, 616.76, 2.07, 23.09, 0.21, 0.00, 0.00, 0.00, 11:13:35, 119.8, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:09, 697, 69189.697, 7.02884, 4.4010, 599.34, 3.68, 3.87, 17.87, -16.66, 17.00, 5.3, 320.481, 17.74, 3.87, 0.27, 2377.47, 0.063, -16.39758, -68.10322, 4.4020, 10, 616.84, 1.70, 13.91, 0.21, 0.00, 0.00, 0.00, 11:13:36, 119.3, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:10, 727, 69190.727, 7.04601, 4.4004, 599.38, 3.78, 3.97, 17.79, -16.63, 17.00, 5.3, 320.591, 17.75, 3.97, 0.27, 2383.42, 0.062, -16.39758, -68.10321, 4.4010, 10, 616.92, 1.43, 4.06, 0.17, 0.00, 0.00, 0.00, 11:13:37, 119.1, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:11, 727, 69191.727, 7.06268, 4.3995, 599.45, 3.75, 3.94, 17.82, -16.63, 17.00, 5.3, 320.545, 17.75, 3.94, 0.26, 2382.12, 0.061, -16.39758, -68.10321, 4.4010, 10, 616.92, 1.14, 0.00, 0.21, 0.00, 0.00, 0.00, 11:13:38, 119.1, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:12, 717, 69192.717, 7.07918, 4.3989, 599.49, 3.83, 4.02, 17.71, -16.64, 17.02, 5.3, 320.632, 17.75, 4.02, 0.27, 2380.63, 0.061, -16.39758, -68.10320, 4.4000, 10, 616.99, 0.84, 346.09, 0.17, 0.00, 0.00, 0.00, 11:13:39, 118.7, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:13, 727, 69193.727, 7.09601, 4.3985, 599.52, 3.86, 4.05, 17.70, -16.62, 17.01, 5.3, 320.662, 17.76, 4.05, 0.26, 2384.21, 0.060, -16.39758, -68.10320, 4.3990, 10, 617.07, 0.62, 319.54, 0.17, 0.00, 0.00, 0.00, 11:13:40, 118.4, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:14, 727, 69194.727, 7.11268, 4.3979, 599.57, 3.94, 4.13, 17.67, -16.58, 17.01, 5.3, 320.747, 17.76, 4.13, 0.26, 2393.43, 0.059, -16.39757, -68.10319, 4.3980, 10, 617.14, 0.62, 279.86, 0.17, 0.00, 0.00, 0.00, 11:13:41, 118.1, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:15, 657, 69195.657, 7.12818, 4.3972, 599.62, 3.95, 4.14, 17.70, -16.55, 17.02, 5.3, 320.751, 17.77, 4.14, 0.25, 2399.00, 0.059, -16.39757, -68.10317, 4.3970, 10, 617.22, 0.82, 260.75, 0.14, 0.00, 0.00, 0.00, 11:13:42, 117.6, 88.4, 0.12, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:16, 737, 69196.737, 7.14618, 4.3961, 599.70, 3.96, 4.15, 17.48, -16.68, 17.02, 5.3, 320.750, 17.77, 4.15, 0.23, 2370.47, 0.057, -16.39757, -68.10315, 4.3950, 10, 617.37, 1.15, 255.39, 0.10, 0.00, 0.00, 0.00, 11:13:43, 116.9, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:17, 697, 69197.697, 7.16218, 4.3946, 599.81, 3.94, 4.13, 17.48, -16.70, 17.02, 5.2, 320.710, 17.77, 4.13, 0.18, 2366.70, 0.056, -16.39756, -68.10313, 4.3930, 10, 617.52, 1.16, 255.39, 0.00, 0.00, 0.00, 0.00, 11:13:44, 116.5, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:18, 677, 69198.677, 7.17851, 4.3935, 599.89, 3.86, 4.05, 17.54, -16.72, 17.04, 5.3, 320.605, 17.78, 4.05, 0.15, 2361.17, 0.055, -16.39758, -68.10312, 4.3910, 10, 617.68, 1.22, 268.76, -0.07, 0.00, 0.00, 0.00, 11:13:45, 116.9, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:19, 677, 69199.677, 7.19518, 4.3919, 600.01, 3.77, 3.96, 17.44, -16.85, 17.04, 5.3, 320.483, 17.78, 3.96, 0.10, 2332.35, 0.053, -16.39761, -68.10312, 4.3900, 10, 617.75, 1.28, 286.91, -0.10, 0.00, 0.00, 0.00, 11:13:46, 118.1, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:20, 697, 69200.697, 7.21218, 4.3896, 600.18, 3.73, 3.92, 17.52, -16.83, 17.04, 5.3, 320.411, 17.79, 3.92, 0.02, 2335.81, 0.050, -16.39764, -68.10312, 4.3880, 10, 617.90, 1.37, 305.40, -0.21, 0.00, 0.00, 0.00, 11:13:47, 119.3, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:21, 707, 69201.707, 7.22901, 4.3881, 600.29, 3.74, 3.93, 17.49, -16.84, 17.05, 5.3, 320.406, 17.79, 3.93, -0.05, 2333.04, 0.049, -16.39766, -68.10313, 4.3870, 10, 617.98, 1.51, 322.50, -0.31, 0.00, 0.00, 0.00, 11:13:48, 120.5, 88.2, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:22, 737, 69202.737, 7.24618, 4.3866, 600.40, 3.73, 3.92, 17.76, -16.68, 17.05, 5.2, 320.377, 17.80, 3.92, -0.14, 2367.04, 0.047, -16.39768, -68.10313, 4.3860, 10, 618.06, 1.69, 335.15, -0.38, 0.00, 0.00, 0.00, 11:13:49, 121.6, 88.2, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:23, 687, 69203.687, 7.26201, 4.3855, 600.48, 3.73, 3.92, 17.54, -16.82, 17.06, 5.3, 320.365, 17.80, 3.92, -0.22, 2337.34, 0.046, -16.39770, -68.10313, 4.3860, 10, 618.06, 1.84, 344.02, -0.41, 0.00, 0.00, 0.00, 11:13:50, 122.1, 88.2, 0.14, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:24, 717, 69204.717, 7.27918, 4.3850, 600.52, 3.72, 3.91, 17.52, -16.84, 17.06, 5.3, 320.348, 17.80, 3.91, -0.27, 2332.87, 0.045, -16.39771, -68.10313, 4.3860, 10, 618.06, 2.00, 354.16, -0.45, 0.00, 0.00, 0.00, 11:13:51, 122.6, 88.2, 0.14, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:25, 677, 69205.677, 7.29518, 4.3843, 600.57, 3.72, 3.91, 17.52, -16.84, 17.06, 5.2, 320.340, 17.81, 3.91, -0.35, 2332.68, 0.044, -16.39771, -68.10313, 4.3850, 10, 618.13, 2.09, 0.00, -0.52, 0.00, 0.00, 0.00, 11:13:52, 122.8, 88.2, 0.14, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:26, 627, 69206.627, 7.31101, 4.3841, 600.59, 3.62, 3.81, 17.60, -16.86, 17.07, 5.3, 320.221, 17.81, 3.81, -0.40, 2326.78, 0.044, -16.39772, -68.10314, 4.3850, 10, 618.13, 2.01, 8.73, -0.55, 0.00, 0.00, 0.00, 11:13:53, 123.3, 88.2, 0.14, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:27, 657, 69207.657, 7.32818, 4.3843, 600.57, 3.60, 3.79, 17.74, -16.79, 17.06, 5.3, 320.201, 17.82, 3.79, -0.44, 2342.10, 0.044, -16.39773, -68.10315, 4.3860, 10, 618.06, 1.75, 13.49, -0.55, 0.00, 0.00, 0.00, 11:13:54, 123.8, 88.2, 0.14, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:28, 657, 69208.657, 7.34484, 4.3842, 600.58, 3.52, 3.71, 17.63, -16.92, 17.07, 5.2, 320.107, 17.82, 3.71, -0.47, 2314.38, 0.044, -16.39773, -68.10316, 4.3870, 10, 617.98, 1.46, 20.62, -0.55, 0.00, 0.00, 0.00, 11:13:55, 124.1, 88.2, 0.14, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:29, 607, 69209.607, 7.36068, 4.3846, 600.55, 3.53, 3.72, 17.74, -16.85, 17.07, 5.3, 320.123, 17.82, 3.72, -0.49, 2330.62, 0.045, -16.39773, -68.10317, 4.3880, 10, 617.90, 1.09, 34.10, -0.55, 0.00, 0.00, 0.00, 11:13:56, 124.3, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:30, 627, 69210.627, 7.37768, 4.3853, 600.50, 3.55, 3.74, 17.71, -16.85, 17.07, 5.3, 320.154, 17.82, 3.74, -0.50, 2330.15, 0.045, -16.39771, -68.10318, 4.3900, 10, 617.75, 0.75, 55.20, -0.48, 0.00, 0.00, 0.00, 11:13:57, 123.9, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:31, 647, 69211.647, 7.39468, 4.3865, 600.41, 3.45, 3.64, 17.72, -16.92, 17.07, 5.3, 320.052, 17.83, 3.64, -0.48, 2315.38, 0.047, -16.39770, -68.10317, 4.3910, 10, 617.68, 0.51, 90.00, -0.48, 0.00, 0.00, 0.00, 11:13:58, 123.0, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:32, 677, 69212.677, 7.41184, 4.3873, 600.35, 3.46, 3.65, 17.72, -16.91, 17.08, 5.2, 320.073, 17.83, 3.65, -0.47, 2317.24, 0.048, -16.39768, -68.10317, 4.3920, 10, 617.60, 0.63, 126.12, -0.45, 0.00, 0.00, 0.00, 11:13:59, 122.4, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:33, 627, 69213.627, 7.42768, 4.3881, 600.29, 3.43, 3.62, 17.69, -16.95, 17.09, 5.3, 320.047, 17.83, 3.62, -0.46, 2308.63, 0.049, -16.39767, -68.10317, 4.3920, 10, 617.60, 0.86, 143.57, -0.45, 0.00, 0.00, 0.00, 11:14:00, 121.7, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:34, 637, 69214.637, 7.44451, 4.3885, 600.26, 3.39, 3.58, 17.83, -16.90, 17.09, 5.3, 320.005, 17.83, 3.58, -0.45, 2320.48, 0.049, -16.39765, -68.10316, 4.3920, 10, 617.60, 1.05, 163.15, -0.45, 0.00, 0.00, 0.00, 11:14:01, 121.0, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:35, 667, 69215.667, 7.46168, 4.3892, 600.21, 3.36, 3.55, 17.78, -16.95, 17.08, 5.3, 319.978, 17.84, 3.55, -0.43, 2309.23, 0.050, -16.39764, -68.10316, 4.3930, 10, 617.52, 1.28, 170.92, -0.41, 0.00, 0.00, 0.00, 11:14:02, 120.5, 88.3, 0.13, 0.00000, 0.00000, 0.000
26-07-2023, 19:13:36, 667, 69216.667, 7.47834, 4.3892, 600.21, 3.50, 3.69, 17.74, -16.87, 17.10, 5.3, 320.140, 17.84, 3.69, -0.43, 2326.97, 0.050, -16.39763, -68.10316, 4.3930, 10, 617.52, 1.38, 175.78, -0.38, 0.00, 0.00, 0.00, 11:14:03, 120.2, 88.3, 0.13, 0.00000, 0.00000, 0.000
